Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos por cada 100 hab,Mbps (Media de bajada),Banda ancha fija,Dial up,Total
2018,2,Chaco,31.25,8,12.5,98509,12,98521
2018,2,Chubut,54.9,17,5.33,98137,2427,100564
2018,2,Córdoba,63.27,19,13.88,712979,94,713073
2018,2,Corrientes,33.81,9,10.88,97946,11,97957
2018,2,Entre Ríos,49.2,15,10.19,199937,48,199985
2018,2,Formosa,29.43,7,8.97,44554,,44554
2018,2,Jujuy,23.43,6,6.29,45132,1,45133
2018,2,La Pampa,71.04,23,4.1,82177,244,82421
2018,2,La Rioja,50.98,14,5.59,51931,17,51948
2018,2,Mendoza,36.97,10,5.88,199468,1484,200952
2018,2,Misiones,31.63,9,11.76,106147,,106147
2018,2,Neuquén,60.24,18,13.37,113842,2006,115848
2018,2,Río Negro,50.15,15,9.51,111176,1059,112235
2018,2,Salta,39.94,10,8.93,134166,1,134167
2018,2,San Juan,32.95,8,5.85,63443,658,64101
2018,2,San Luis,15.15,4,5.9,21168,300,21468
2018,2,Santa Cruz,33.33,10,5.19,33970,435,34405
2018,2,Santa Fe,62.57,20,11.75,684243,309,684552
2018,2,Santiago Del Estero,35.26,9,5.91,83773,2,83775
2018,2,Tierra Del Fuego,91.61,27,5.94,44199,508,44707
2018,2,Tucumán,41.51,10,13.51,169926,31,169957
2018,1,Buenos Aires,62.63,20,14.2,3464882,10564,3475446
2018,1,Capital Federal,106.24,45,17.75,1359882,6688,1366570
2018,1,Catamarca,32.79,8,8.2,33934,11,33945
2018,1,Chaco,30.83,8,12.44,96925,12,96937
2018,1,Chubut,53.72,16,5.42,95532,2427,97959
2018,1,Córdoba,63.52,19,12.79,713825,101,713926
2018,1,Corrientes,32.66,9,11.12,94406,11,94417
2018,1,Entre Ríos,48.68,15,9.88,197346,48,197394
2018,1,Formosa,21.4,5,11.06,32328,- 0,32328
2018,1,Jujuy,23.12,6,6.74,44405,1,44406
2018,1,La Pampa,71.75,24,4.0,82668,396,83064
2018,1,La Rioja,51.44,14,5.89,52228,17,52245
2018,1,Mendoza,37.07,10,5.88,199463,1484,200947
2018,1,Misiones,30.96,8,12.08,103580,- 0,103580
2018,1,Neuquén,61.52,18,11.96,115897,2006,117903
2018,1,Río Negro,49.82,15,8.98,110057,1062,111119
2018,1,Salta,39.78,10,9.19,133182,1,133183
2018,1,San Juan,32.61,8,5.85,62610,658,63268
2018,1,San Luis,15.15,4,5.89,21096,300,21396
2018,1,Santa Cruz,33.55,10,5.19,33970,435,34405
2018,1,Santa Fe,62.28,20,11.17,679717,309,680026
2018,1,Santiago Del Estero,34.99,9,6.25,82916,2,82918
2018,1,Tierra Del Fuego,65.2,19,5.77,31106,508,31614
2018,1,Tucumán,41.18,10,9.36,168026,31,168057
2017,4,Buenos Aires,57.61,19,12.97,3171206,10690,3181896
2017,4,Capital Federal,122.9,52,15.2,1575418,6906,1582324
2017,4,Catamarca,28.62,7,7.78,29548,10,29558
2017,4,Chaco,30.81,8,11.7,96603,12,96615
2017,4,Chubut,51.46,16,5.41,91012,2428,93440
2017,4,Córdoba,63.33,19,11.64,709874,105,709979
2017,4,Corrientes,32.52,9,10.38,93760,11,93771
2017,4,Entre Ríos,47.89,14,9.3,193654,49,193703
2017,4,Formosa,21.27,5,10.11,32056,- 0,32056
2017,4,Jujuy,22.74,6,6.64,43551,1,43552
2017,4,La Pampa,71.05,23,3.98,81675,396,82071
2017,4,La Rioja,51.57,14,5.88,52177,17,52194
2017,4,Mendoza,33.33,9,5.71,178661,1490,180151
2017,4,Misiones,31.14,8,11.32,103895,- 0,103895
2017,4,Neuquén,61.24,18,10.72,114965,2006,116971
2017,4,Río Negro,49.38,15,8.05,108702,1062,109764
2017,4,Salta,39.8,10,8.45,132811,1,132812
2017,4,San Juan,30.3,8,5.83,57965,659,58624
2017,4,San Luis,10.59,3,5.73,14604,300,14904
2017,4,Santa Cruz,28.91,9,5.21,29018,434,29452
2017,4,Santa Fe,61.71,19,10.3,672137,323,672460
2017,4,Santiago Del Estero,29.13,7,6.17,68842,2,68844
2017,4,Tierra Del Fuego,59.89,18,5.2,28346,508,28854
2017,4,Tucumán,39.9,10,9.11,162298,34,162332
2017,3,Buenos Aires,55.63,18,8.43,3046758,11202,3057960
2017,3,Capital Federal,121.86,51,10.64,1563289,7070,1570359
2017,3,Catamarca,32.49,8,5.26,33467,11,33478
2017,3,Chaco,29.98,8,8.48,93747,12,93759
2017,3,Chubut,46.22,14,3.48,81067,2477,83544
2017,3,Córdoba,62.31,19,9.12,696536,108,696644
2017,3,Corrientes,32.17,8,7.45,92536,12,92548
2017,3,Entre Ríos,45.96,14,6.99,185414,50,185464
2017,3,Formosa,21.35,5,7.07,32105,- 0,32105
2017,3,Jujuy,22.65,6,4.69,43241,1,43242
2017,3,La Pampa,69.14,23,3.44,79280,410,79690
2017,3,La Rioja,51.47,14,5.01,51896,17,51913
2017,3,Mendoza,35.7,10,3.51,190958,1533,192491
2017,3,Misiones,30.21,8,8.43,100476,- 0,100476
2017,3,Neuquén,60.83,18,8.17,113755,2029,115784
2017,3,Río Negro,48.52,15,5.49,106393,1103,107496
2017,3,Salta,39.84,10,6.13,132517,1,132518
2017,3,San Juan,32.37,8,3.45,61789,660,62449
2017,3,San Luis,15.48,4,3.5,21408,311,21719
2017,3,Santa Cruz,33.29,10,3.61,33222,468,33690
2017,3,Santa Fe,60.91,19,7.79,662086,256,662342
2017,3,Santiago Del Estero,35.12,9,5.18,82792,2,82794
2017,3,Tierra Del Fuego,65.74,19,3.48,30883,583,31466
2017,3,Tucumán,39.7,10,6.39,160979,33,161012
2017,2,Buenos Aires,56.27,18,7.2,3067430,11201,3078631
2017,2,Capital Federal,124.06,52,8.84,1592175,8016,1600191
2017,2,Catamarca,25.98,7,5.1,26692,13,26705
2017,2,Chaco,29.05,8,7.69,90597,14,90611
2017,2,Chubut,35.55,11,3.45,62245,1730,63975
2017,2,Córdoba,58.97,18,7.42,657505,133,657638
2017,2,Corrientes,31.39,8,6.79,90085,12,90097
2017,2,Entre Ríos,45.39,14,6.29,182675,57,182732
2017,2,Formosa,19.97,5,6.18,29956,- 0,29956
2017,2,Jujuy,22.4,6,4.54,42656,1,42657
2017,2,La Pampa,63.49,21,3.32,72573,449,73022
2017,2,La Rioja,16.2,4,5.53,16271,18,16289
2017,2,Mendoza,31.76,9,3.51,169302,1451,170753
2017,2,Misiones,30.09,8,7.6,99794,- 0,99794
2017,2,Neuquén,61.91,18,6.7,115321,2112,117433
2017,2,Río Negro,46.02,14,4.74,100621,998,101619
2017,2,Salta,32.74,8,5.76,108540,1,108541
2017,2,San Juan,26.96,7,3.49,51261,620,51881
2017,2,San Luis,9.51,3,3.5,12992,315,13307
2017,2,Santa Cruz,26.25,8,3.6,26019,369,26388
2017,2,Santa Fe,52.27,16,6.84,566918,362,567280
2017,2,Santiago Del Estero,14.12,4,5.06,33194,2,33196
2017,2,Tierra Del Fuego,68.46,20,3.48,31938,619,32557
2017,2,Tucumán,38.19,9,6.09,154374,37,154411
2017,1,Buenos Aires,58.57,19,6.68,3178174,11202,3189376
2017,1,Capital Federal,108.37,46,8.35,1391030,8016,1399046
2017,1,Catamarca,25.66,7,4.97,26304,13,26317
2017,1,Chaco,28.62,8,7.31,89036,14,89050
2017,1,Chubut,35.66,11,3.44,62166,1730,63896
2017,1,Córdoba,57.65,18,6.8,641066,133,641199
2017,1,Corrientes,30.94,8,6.43,88596,12,88608
2017,1,Entre Ríos,44.91,13,5.95,180296,57,180353
2017,1,Formosa,19.84,5,5.74,29705,- 0,29705
2017,1,Jujuy,22.76,6,4.39,43202,1,43203
2017,1,La Pampa,62.67,21,3.22,71458,455,71913
2017,1,La Rioja,16.2,4,5.43,16207,18,16225
2017,1,Mendoza,31.84,9,3.51,169282,1451,170733
2017,1,Misiones,29.52,8,7.34,97619,- 0,97619
2017,1,Neuquén,61.02,18,6.03,113227,2112,115339
2017,1,Río Negro,46.03,14,4.45,100288,1000,101288
2017,1,Salta,32.58,8,5.34,107632,1,107633
2017,1,San Juan,27.04,7,3.49,51253,620,51873
2017,1,San Luis,9.55,3,3.5,12992,315,13307
2017,1,Santa Cruz,26.52,8,3.59,26116,370,26486
2017,1,Santa Fe,51.97,16,6.28,562520,362,562882
2017,1,Santiago Del Estero,14.7,4,4.95,34473,2,34475
2017,1,Tierra Del Fuego,68.92,20,3.48,31938,619,32557
2017,1,Tucumán,37.9,9,5.88,152734,37,152771
2016,4,Buenos Aires,61.24,19,6.35,3131499,11202,3142701
2016,4,Capital Federal,120.63,46,7.96,1393443,8016,1401459
2016,4,Catamarca,26.54,7,4.89,27021,13,27034
2016,4,Chaco,28.79,8,7.08,88833,14,88847
2016,4,Chubut,36.07,11,3.41,62035,1730,63765
2016,4,Córdoba,57.7,18,6.47,636422,133,636555
2016,4,Corrientes,30.98,8,6.24,88084,12,88096
2016,4,Entre Ríos,45.21,13,5.81,180188,57,180245
2016,4,Formosa,19.85,5,5.63,29513,- 0,29513
2016,4,Jujuy,22.65,6,4.32,42624,1,42625
2016,4,La Pampa,63.02,21,3.19,71368,460,71828
2016,4,La Rioja,16.46,4,5.34,16298,18,16316
2016,4,Mendoza,32.11,9,3.51,169274,1451,170725
2016,4,Misiones,29.72,8,7.11,97390,- 0,97390
2016,4,Neuquén,60.87,18,5.68,111723,2112,113835
2016,4,Río Negro,46.39,14,4.37,100020,1000,101020
2016,4,Salta,32.69,8,5.22,106934,1,106935
2016,4,San Juan,27.29,7,3.49,51301,620,51921
2016,4,San Luis,9.64,3,3.5,12992,315,13307
2016,4,Santa Cruz,27.05,8,3.56,26094,370,26464
2016,4,Santa Fe,52.19,16,6.04,561470,362,561832
2016,4,Santiago Del Estero,15.07,4,4.87,35049,2,35051
2016,4,Tierra Del Fuego,70.31,21,3.48,31938,619,32557
2016,4,Tucumán,37.98,9,5.73,151615,37,151652
2016,3,Buenos Aires,60.14,18,5.91,3075387,11205,3086592
2016,3,Capital Federal,120.77,46,7.38,1395053,8051,1403104
2016,3,Catamarca,26.48,7,4.73,26957,13,26970
2016,3,Chaco,28.91,8,6.72,89216,14,89230
2016,3,Chubut,36.18,11,3.34,62222,1730,63952
2016,3,Córdoba,58.24,18,6.07,642458,133,642591
2016,3,Corrientes,31.07,8,5.96,88328,12,88340
2016,3,Entre Ríos,45.44,14,5.59,181092,57,181149
2016,3,Formosa,18.64,5,5.42,27716,- 0,27716
2016,3,Jujuy,22.61,6,4.22,42537,1,42538
2016,3,La Pampa,61.73,20,3.14,69903,461,70364
2016,3,La Rioja,17.07,5,5.08,16912,18,16930
2016,3,Mendoza,32.09,9,3.51,169174,1450,170624
2016,3,Misiones,29.91,8,6.74,97997,- 0,97997
2016,3,Neuquén,60.21,18,5.29,110491,2112,112603
2016,3,Río Negro,46.39,14,4.16,100024,1002,101026
2016,3,Salta,32.96,8,5.05,107790,1,107791
2016,3,San Juan,27.32,7,3.49,51348,620,51968
2016,3,San Luis,9.63,3,3.5,12978,315,13293
2016,3,Santa Cruz,26.84,8,3.54,25886,371,26257
2016,3,Santa Fe,52.67,17,5.68,566625,386,567011
2016,3,Santiago Del Estero,15.33,4,4.67,35658,2,35660
2016,3,Tierra Del Fuego,68.94,20,3.48,31306,619,31925
2016,3,Tucumán,37.9,9,5.54,151282,37,151319
2016,2,Buenos Aires,59.34,18,5.42,3032776,12515,3045291
2016,2,Capital Federal,120.04,46,6.58,1384824,9760,1394584
2016,2,Catamarca,26.07,7,4.36,26543,13,26556
2016,2,Chaco,28.59,8,6.3,88235,16,88251
2016,2,Chubut,36.12,11,3.34,62116,1740,63856
2016,2,Córdoba,57.55,18,5.52,634680,234,634914
2016,2,Corrientes,30.58,8,5.6,86932,24,86956
2016,2,Entre Ríos,44.74,13,5.13,178194,179,178373
2016,2,Formosa,19.37,5,5.1,28801,1,28802
2016,2,Jujuy,21.89,6,3.84,41187,2,41189
2016,2,La Pampa,60.44,20,3.15,68403,485,68888
2016,2,La Rioja,16.88,4,4.77,16718,18,16736
2016,2,Mendoza,32.13,9,3.5,169274,1550,170824
2016,2,Misiones,29.24,8,6.23,95808,7,95815
2016,2,Neuquén,59.1,18,4.87,108224,2291,110515
2016,2,Río Negro,46.24,14,3.98,99631,1073,100704
2016,2,Salta,32.08,8,4.75,104929,3,104932
2016,2,San Juan,27.34,7,3.49,51392,621,52013
2016,2,San Luis,9.6,3,3.5,12939,317,13256
2016,2,Santa Cruz,26.73,8,3.5,25797,356,26153
2016,2,Santa Fe,52.44,16,5.14,563867,607,564474
2016,2,Santiago Del Estero,15.89,4,4.31,36958,3,36961
2016,2,Tierra Del Fuego,67.72,20,3.48,30740,619,31359
2016,2,Tucumán,37.24,9,5.2,148636,41,148677
2016,1,Buenos Aires,57.34,18,4.99,2929903,12612,2942515
2016,1,Capital Federal,115.16,44,6.05,1328079,9817,1337896
2016,1,Catamarca,25.91,7,4.2,26376,13,26389
2016,1,Chaco,28.08,8,5.99,86635,16,86651
2016,1,Chubut,36.09,11,3.38,62060,1740,63800
2016,1,Córdoba,55.28,17,5.16,609692,234,609926
2016,1,Corrientes,30.08,8,5.37,85510,26,85536
2016,1,Entre Ríos,43.85,13,5.08,174634,179,174813
2016,1,Formosa,19.04,5,4.87,28313,1,28314
2016,1,Jujuy,21.41,5,3.77,40287,2,40289
2016,1,La Pampa,57.84,19,3.05,65442,487,65929
2016,1,La Rioja,16.83,4,4.62,16673,18,16691
2016,1,Mendoza,32.12,9,3.5,169257,1553,170810
2016,1,Misiones,28.37,8,6.0,92951,7,92958
2016,1,Neuquén,55.75,17,4.42,101969,2292,104261
2016,1,Río Negro,45.84,14,3.83,98745,1077,99822
2016,1,Salta,31.32,8,4.74,102423,3,102426
2016,1,San Juan,27.33,7,3.49,51373,621,51994
2016,1,San Luis,9.59,3,3.5,12915,317,13232
2016,1,Santa Cruz,26.87,8,3.48,25931,356,26287
2016,1,Santa Fe,51.28,16,4.9,551378,618,551996
2016,1,Santiago Del Estero,16.21,4,4.17,37695,3,37698
2016,1,Tierra Del Fuego,65.83,20,3.48,29867,619,30486
2016,1,Tucumán,36.72,9,5.0,146596,41,146637
2015,4,Buenos Aires,58.29,18,4.88,2946743,12642,2959385
2015,4,Capital Federal,118.13,45,5.93,1360381,9845,1370226
2015,4,Catamarca,26.24,7,4.12,26459,13,26472
2015,4,Chaco,28.35,8,5.83,86537,16,86553
2015,4,Chubut,36.89,11,3.28,62279,1740,64019
2015,4,Córdoba,57.36,17,5.07,625835,235,626070
2015,4,Corrientes,30.34,8,5.26,85409,26,85435
2015,4,Entre Ríos,44.11,13,5.01,173957,180,174137
2015,4,Formosa,19.07,5,4.66,28088,1,28089
2015,4,Jujuy,21.47,5,3.72,39922,2,39924
2015,4,La Pampa,58.76,19,2.94,66054,312,66366
2015,4,La Rioja,17.32,5,4.52,16914,18,16932
2015,4,Mendoza,32.49,9,3.5,169251,1556,170807
2015,4,Misiones,28.69,8,5.9,92846,7,92853
2015,4,Neuquén,58.29,17,4.36,105122,2294,107416
2015,4,Río Negro,46.44,14,3.77,98655,1067,99722
2015,4,Salta,31.59,8,4.67,101917,3,101920
2015,4,San Juan,27.66,7,3.48,51408,621,52029
2015,4,San Luis,9.71,3,3.5,12901,317,13218
2015,4,Santa Cruz,27.74,8,3.48,26047,356,26403
2015,4,Santa Fe,52.61,16,4.81,561045,627,561672
2015,4,Santiago Del Estero,17,4,4.09,39132,3,39135
2015,4,Tierra Del Fuego,66.46,19,3.47,29334,619,29953
2015,4,Tucumán,37.06,9,4.88,146053,42,146095
2015,3,Buenos Aires,57.69,18,4.7,2916070,12695,2928765
2015,3,Capital Federal,118.29,45,5.66,1362193,9875,1372068
2015,3,Catamarca,25.86,7,3.88,26080,13,26093
2015,3,Chaco,27.96,7,5.47,85354,16,85370
2015,3,Chubut,36.81,11,3.28,62143,1740,63883
2015,3,Córdoba,57.08,17,4.87,622761,237,622998
2015,3,Corrientes,30.17,8,5.06,84931,28,84959
2015,3,Entre Ríos,43.68,13,4.77,172252,182,172434
2015,3,Formosa,18.84,5,4.17,27751,1,27752
2015,3,Jujuy,21.27,5,3.53,39548,2,39550
2015,3,La Pampa,57.96,19,2.91,64976,495,65471
2015,3,La Rioja,17.15,5,4.25,16753,18,16771
2015,3,Mendoza,32.49,9,3.5,169261,1562,170823
2015,3,Misiones,28.31,8,5.63,91615,7,91622
2015,3,Neuquén,54.6,16,4.23,98376,2240,100616
2015,3,Río Negro,46.39,14,3.74,98529,1085,99614
2015,3,Salta,31.18,8,4.42,100570,3,100573
2015,3,San Juan,27.67,7,3.48,51409,621,52030
2015,3,San Luis,9.71,3,3.5,12902,317,13219
2015,3,Santa Cruz,27.61,8,3.48,25912,359,26271
2015,3,Santa Fe,52.15,16,4.56,556097,641,556738
2015,3,Santiago Del Estero,17.12,4,3.91,39394,3,39397
2015,3,Tierra Del Fuego,74.86,22,3.48,33118,619,33737
2015,3,Tucumán,36.61,9,4.57,144272,42,144314
2015,2,Buenos Aires,56.8,17,4.46,2871079,12711,2883790
2015,2,Capital Federal,116.07,44,5.31,1336391,9893,1346284
2015,2,Catamarca,25.45,6,3.68,25666,13,25679
2015,2,Chaco,27.46,7,5.19,83832,16,83848
2015,2,Chubut,36.58,11,3.22,61745,1740,63485
2015,2,Córdoba,55.87,17,4.56,609510,236,609746
2015,2,Corrientes,29.58,8,4.85,83288,28,83316
2015,2,Entre Ríos,42.93,13,4.55,169309,183,169492
2015,2,Formosa,18.36,5,3.76,27013,37,27050
2015,2,Jujuy,20.29,5,3.41,37720,2,37722
2015,2,La Pampa,56.71,19,2.86,63552,500,64052
2015,2,La Rioja,16.88,4,4.0,16491,18,16509
2015,2,Mendoza,32.49,9,3.5,169259,1564,170823
2015,2,Misiones,27.35,7,5.33,88512,7,88519
2015,2,Neuquén,53.12,16,4.06,95644,2241,97885
2015,2,Río Negro,45.98,14,3.67,97640,1087,98727
2015,2,Salta,30.46,7,4.22,98264,3,98267
2015,2,San Juan,27.64,7,3.48,51367,621,51988
2015,2,San Luis,9.71,3,3.5,12904,317,13221
2015,2,Santa Cruz,27.07,8,3.47,25384,379,25763
2015,2,Santa Fe,51.18,16,4.3,545739,649,546388
2015,2,Santiago Del Estero,17.11,4,3.73,39375,3,39378
2015,2,Tierra Del Fuego,74.51,22,3.48,32960,619,33579
2015,2,Tucumán,35.69,9,4.31,140635,42,140677
2015,1,Buenos Aires,56.37,17,4.32,2847076,14766,2861842
2015,1,Capital Federal,114.9,44,5.0,1321139,11582,1332721
2015,1,Catamarca,25.11,6,3.48,25312,20,25332
2015,1,Chaco,26.65,7,4.9,81329,31,81360
2015,1,Chubut,37.61,12,3.21,63327,1946,65273
2015,1,Córdoba,54.7,17,4.3,596663,294,596957
2015,1,Corrientes,28.95,8,4.63,81488,43,81531
2015,1,Entre Ríos,42.07,13,4.35,165839,231,166070
2015,1,Formosa,18.12,5,3.38,26657,43,26700
2015,1,Jujuy,19.69,5,3.24,36608,3,36611
2015,1,La Pampa,55.51,18,2.83,62155,542,62697
2015,1,La Rioja,16.7,4,3.78,16310,23,16333
2015,1,Mendoza,32.37,9,3.5,168355,1805,170160
2015,1,Misiones,26.31,7,4.97,85139,7,85146
2015,1,Neuquén,51.95,16,3.91,93373,2369,95742
2015,1,Río Negro,45.33,14,3.59,96145,1188,97333
2015,1,Salta,30.01,7,4.02,96793,18,96811
2015,1,San Juan,27.55,7,3.48,51117,702,51819
2015,1,San Luis,9.72,3,3.5,12878,354,13232
2015,1,Santa Cruz,27.99,8,3.47,26217,424,26641
2015,1,Santa Fe,50.24,16,4.06,535640,797,536437
2015,1,Santiago Del Estero,17.06,4,3.57,39244,8,39252
2015,1,Tierra Del Fuego,74.23,22,3.45,32726,730,33456
2015,1,Tucumán,35.08,9,4.07,138184,92,138276
2014,4,Buenos Aires,56.09,17,4.2,2801178,15229,2816407
2014,4,Capital Federal,114.9,44,4.78,1318526,11994,1330520
2014,4,Catamarca,25.51,6,3.34,25472,21,25493
2014,4,Chaco,21.87,6,3.98,65998,37,66035
2014,4,Chubut,40.25,12,3.17,66557,1985,68542
2014,4,Córdoba,54.7,17,4.09,590113,319,590432
2014,4,Corrientes,23.56,6,3.81,65656,54,65710
2014,4,Entre Ríos,36.03,11,3.8,140567,246,140813
2014,4,Formosa,17.96,5,3.02,26156,51,26207
2014,4,Jujuy,19.6,5,3.13,35999,3,36002
2014,4,La Pampa,51.27,17,2.75,56813,567,57380
2014,4,La Rioja,17.01,4,3.58,16379,23,16402
2014,4,Mendoza,32.64,9,3.5,167766,1848,169614
2014,4,Misiones,24.16,7,4.03,77222,7,77229
2014,4,Neuquén,52.55,16,3.85,92999,2397,95396
2014,4,Río Negro,45.48,14,3.54,95050,1210,96260
2014,4,Salta,29.53,7,3.86,93921,26,93947
2014,4,San Juan,28.04,7,3.48,51390,729,52119
2014,4,San Luis,9.79,3,3.5,12788,359,13147
2014,4,Santa Cruz,27.8,8,3.33,25277,436,25713
2014,4,Santa Fe,50,16,3.78,528459,938,529397
2014,4,Santiago Del Estero,17.27,4,3.46,39308,9,39317
2014,4,Tierra Del Fuego,66.14,19,3.47,28249,741,28990
2014,4,Tucumán,35.32,9,3.86,137329,95,137424
2014,3,Buenos Aires,56.75,17,3.97,2835537,14028,2849565
2014,3,Capital Federal,113.8,43,4.44,1307195,10630,1317825
2014,3,Catamarca,24.71,6,2.92,24665,21,24686
2014,3,Chaco,21.11,6,3.46,63710,36,63746
2014,3,Chubut,40.6,12,3.17,67130,2007,69137
2014,3,Córdoba,54.23,17,3.66,585231,200,585431
2014,3,Corrientes,22.79,6,3.41,63516,33,63549
2014,3,Entre Ríos,34.98,10,3.4,136618,115,136733
2014,3,Formosa,17.77,5,2.66,25873,64,25937
2014,3,Jujuy,18.37,5,2.93,33739,2,33741
2014,3,La Pampa,55.78,18,2.82,61861,564,62425
2014,3,La Rioja,16.51,4,3.1,15893,23,15916
2014,3,Mendoza,32.31,9,3.5,166184,1740,167924
2014,3,Misiones,23.57,6,3.58,75327,- 0,75327
2014,3,Neuquén,56.4,17,3.74,100099,2268,102367
2014,3,Río Negro,46.2,14,3.48,96629,1151,97780
2014,3,Salta,29.22,7,3.41,92929,25,92954
2014,3,San Juan,27.85,7,3.47,51031,748,51779
2014,3,San Luis,9.71,3,3.5,12683,363,13046
2014,3,Santa Cruz,28.23,8,3.31,25664,446,26110
2014,3,Santa Fe,49.2,15,3.38,520196,691,520887
2014,3,Santiago Del Estero,16.49,4,3.1,37539,9,37548
2014,3,Tierra Del Fuego,65.69,19,3.47,28037,755,28792
2014,3,Tucumán,33.94,8,3.35,131978,88,132066
2014,2,Buenos Aires,55.06,17,3.85,2750430,14116,2764546
2014,2,Capital Federal,113.14,43,4.25,1299502,10713,1310215
2014,2,Catamarca,24.7,6,2.92,24660,23,24683
2014,2,Chaco,20.96,6,3.42,63243,36,63279
2014,2,Chubut,41.41,13,3.16,68503,2016,70519
2014,2,Córdoba,53.45,16,3.56,576747,205,576952
2014,2,Corrientes,22.58,6,3.37,62925,33,62958
2014,2,Entre Ríos,34.69,10,3.31,135468,115,135583
2014,2,Formosa,17.54,4,2.65,25535,65,25600
2014,2,Jujuy,18.71,5,2.77,34359,2,34361
2014,2,La Pampa,49.71,16,2.68,55048,580,55628
2014,2,La Rioja,16.5,4,3.1,15889,23,15912
2014,2,Mendoza,32.1,9,3.5,165046,1761,166807
2014,2,Misiones,23.37,6,3.54,74689,- 0,74689
2014,2,Neuquén,50.84,15,3.66,90053,2235,92288
2014,2,Río Negro,45.33,14,3.43,94812,1145,95957
2014,2,Salta,28.91,7,3.39,91949,25,91974
2014,2,San Juan,27.78,7,3.47,50891,755,51646
2014,2,San Luis,9.72,3,3.5,12691,364,13055
2014,2,Santa Cruz,29.38,9,3.32,26710,459,27169
2014,2,Santa Fe,48.39,15,3.31,511753,605,512358
2014,2,Santiago Del Estero,16.7,4,3.07,38002,9,38011
2014,2,Tierra Del Fuego,64.36,19,3.47,27443,766,28209
2014,2,Tucumán,33.94,8,3.35,131981,88,132069
2014,1,Buenos Aires,54.57,17,3.73,2725732,14144,2739876
2014,1,Capital Federal,112.25,43,4.02,1289204,10714,1299918
2014,1,Catamarca,24.25,6,2.8,24209,23,24232
2014,1,Chaco,20.72,6,3.26,62520,36,62556
2014,1,Chubut,41.24,13,3.18,68205,2016,70221
2014,1,Córdoba,52.52,16,3.39,566705,205,566910
2014,1,Corrientes,22.32,6,3.22,62203,33,62236
2014,1,Entre Ríos,34.37,10,3.17,134216,115,134331
2014,1,Formosa,17.42,4,2.57,25335,87,25422
2014,1,Jujuy,18.42,5,2.69,33825,2,33827
2014,1,La Pampa,48.43,16,2.65,53601,592,54193
2014,1,La Rioja,16.29,4,2.96,15688,23,15711
2014,1,Mendoza,31.91,9,3.5,164084,1761,165845
2014,1,Misiones,23.14,6,3.4,73950,- 0,73950
2014,1,Neuquén,49.79,15,3.55,88077,2303,90380
2014,1,Río Negro,44.91,14,3.35,93909,1157,95066
2014,1,Salta,28.7,7,3.3,91265,25,91290
2014,1,San Juan,27.6,7,3.47,50543,755,51298
2014,1,San Luis,9.35,3,3.5,12193,364,12557
2014,1,Santa Cruz,28.94,9,3.32,26304,460,26764
2014,1,Santa Fe,47.85,15,3.15,506000,612,506612
2014,1,Santiago Del Estero,16.31,4,2.95,37124,9,37133
2014,1,Tierra Del Fuego,63.97,19,3.45,27272,766,28038
2014,1,Tucumán,33.42,8,3.21,129944,88,130032
