Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total,Mbps (Media de bajada),,
2020,1,San Luis,105,0,11322,4164,525,58258,5,36075,110454,20.99,,
2020,1,Santa Cruz,67,11,27447,4993,5169,529,119,0,38335,6.42,,
2020,1,Santa Fe,696,2994,217553,196826,104560,48448,173823,17656,762556,22.42,,
2020,1,Santiago Del Estero,133,1779,33086,56884,3737,135,2799,4501,103054,10,,
2020,1,Tierra Del Fuego,11,1,22976,5024,1834,196,518,7046,37606,7.41,,
2020,1,Tucumán,52,97,49555,50383,31096,1730,67536,0,200449,32.25,,
2019,4,Buenos Aires,33489,27537,1177446,262297,247106,452570,1465133,20676,3686254,30.77,,
2019,4,Capital Federal,307,15,177098,110218,110852,205810,753805,0,1358105,44.2,,
2019,4,Catamarca,63,0,9945,7619,9305,804,7477,3098,38311,24.88,,
2019,4,Chaco,83,0,25899,18959,30902,13516,21556,6988,117903,23.37,,
2019,4,Chubut,158,4,69405,12945,7615,1240,614,4121,96102,6.99,,
2019,4,Córdoba,142,0,232781,118232,109330,114111,221742,10350,806688,26.16,,
2019,4,Corrientes,72,0,35055,20620,27367,9981,15744,4995,113834,19.26,,
2019,4,Entre Ríos,47,0,88203,44511,42962,18976,30153,14178,239030,17.01,,
2019,4,Formosa,1127,191,24606,6319,6788,1766,5671,243,46711,14.53,,
2019,4,Jujuy,55,0,32920,9632,26764,102,5286,14122,88881,12.96,,
2019,4,La Pampa,293,313,76747,6900,1951,1287,1342,1566,90399,6.53,,
2019,4,La Rioja,21,0,37846,5045,4763,22,1305,0,49002,8,,
2019,4,Mendoza,746,9,145139,12955,15237,2165,2628,6901,185780,7.79,,
2019,4,Misiones,71,0,39664,20840,27305,15626,20799,11508,135813,20.32,,
2019,4,Neuquén,218,1,57370,4439,7357,12059,35001,0,116445,26.02,,
2019,4,Río Negro,114,0,71847,2797,8558,6968,19837,17019,127140,17.18,,
2019,4,Salta,149,1,42159,67656,15369,14170,25821,7120,172445,19.08,,
2019,4,San Juan,48,1,60626,1594,1292,40,127,1246,64974,6.04,,
2019,4,San Luis,105,0,11901,4164,525,55216,3,36287,108201,20.69,,
2019,4,Santa Cruz,67,0,32368,4346,2224,7,8,350,39370,5.21,,
2019,4,Santa Fe,698,0,230234,190664,113527,70998,135576,27472,769169,20.55,,
2019,4,Santiago Del Estero,133,908,34911,56309,3756,105,2449,5017,103588,9.79,,
2019,4,Tierra Del Fuego,11,0,23593,5050,1848,139,1962,7789,40392,7.27,,
2019,4,Tucumán,55,0,54544,52017,28916,6405,56707,0,198644,29.87,,
2019,3,Buenos Aires,238920,44648,1432722,222812,260506,483572,1246209,42294,3971683,25.68,,
2019,3,Capital Federal,104,368,269704,120924,138011,258591,655108,0,1442810,38.71,,
2019,3,Catamarca,34,43,14449,9285,6333,72,15,2151,32382,9.29,,
2019,3,Chaco,69,1216,32764,28198,13336,12987,16740,6917,112227,19.99,,
2019,3,Chubut,74,840,62680,13033,7171,1240,614,4500,90152,6.97,,
2019,3,Córdoba,83,5824,240151,106651,118486,146247,157546,7353,782341,23.19,,
2019,3,Corrientes,10,597,42231,29628,10348,10388,12674,4780,110656,16.7,,
2019,3,Entre Ríos,19,4446,99656,56161,17064,21216,22645,15107,236314,14.7,,
2019,3,Formosa,1110,349,24943,6049,7117,2262,4443,100,46373,13.22,,
2019,3,Jujuy,27,885,31722,9240,26835,56,3671,16545,88981,11.97,,
2019,3,La Pampa,237,3289,75849,5922,1611,1359,941,1618,90826,5.72,,
2019,3,La Rioja,9,10,38657,4786,4887,22,1307,0,49678,8,,
2019,3,Mendoza,21,1269,206821,2958,10093,1263,349,0,222774,6.11,,
2019,3,Misiones,47,1928,43530,29375,11256,16107,16650,12206,131099,17.93,,
2019,3,Neuquén,45,2258,62909,4586,9597,16923,28458,122,124898,23.75,,
2019,3,Río Negro,47,1234,87435,2348,9779,10176,15505,17719,144243,15.98,,
2019,3,Salta,49,900,43160,62230,14309,11418,12357,7515,151938,14.75,,
2019,3,San Juan,22,171,68315,2245,1267,41,128,4779,76968,6.04,,
2019,3,San Luis,57,100,18643,5113,467,62242,5,36075,122702,19.74,,
2019,3,Santa Cruz,28,84,31612,4472,1203,27,4,0,37430,5.02,,
2019,3,Santa Fe,640,8184,242454,193286,107068,84325,97082,19537,752576,18.17,,
2019,3,Santiago Del Estero,39,1832,35554,55172,3612,86,1836,34501,132632,9.39,,
2019,3,Tierra Del Fuego,6,14,32133,4692,1756,82,226,9648,48557,6.69,,
2019,3,Tucumán,16,110,71043,47693,24354,843,20385,0,164444,19.32,,
2019,2,Buenos Aires,199768,46852,1436259,217785,438663,502275,985767,43438,3870807,22.48,,
2019,2,Capital Federal,74,1027,281370,124087,239691,296155,475991,,1418395,30.35,,
2019,2,Catamarca,34,43,16631,8670,6049,34,10,2151,33622,8.81,,
2019,2,Chaco,69,1383,38488,26431,16789,15348,9904,1492,109904,16.01,,
2019,2,Chubut,66,3952,69032,10049,1495,74,165,4500,89333,6.05,,
2019,2,Córdoba,81,8165,248427,100512,157458,170159,76053,8938,769793,18.43,,
2019,2,Corrientes,10,3012,40424,27774,13114,11928,7119,6080,109461,13.83,,
2019,2,Entre Ríos,18,5905,100687,52316,23196,24221,10664,17206,234213,12.19,,
2019,2,Formosa,1110,349,26512,5399,8384,2639,2258,100,46751,10.84,,
2019,2,Jujuy,27,940,26233,8441,26700,27,2600,21765,86733,12.07,,
2019,2,La Pampa,236,3289,75406,5191,1366,1445,629,2661,90223,5.49,,
2019,2,La Rioja,9,11,39819,4297,4857,13,1298,,50304,7.89,,
2019,2,Mendoza,20,2522,205165,2971,10092,1256,234,,222260,6.03,,
2019,2,Misiones,47,2226,45769,27385,15408,18882,8129,12206,130052,14.5,,
2019,2,Neuquén,302,3038,61776,4688,17318,21210,14132,422,122886,17.24,,
2019,2,Río Negro,384,1354,86366,2201,10291,12407,6907,18519,138429,11.63,,
2019,2,Salta,49,974,59638,36923,16961,14059,6461,7585,142650,12.55,,
2019,2,San Juan,22,213,60913,2177,785,7,4,6119,70240,6.12,,
2019,2,San Luis,57,102,16575,4964,467,57236,5,37977,117383,19.88,,
2019,2,Santa Cruz,25,84,24861,3806,1202,28,4,,30010,6.01,,
2019,2,Santa Fe,321,8427,300124,125176,129741,100131,49865,22323,736108,15.07,,
2019,2,Santiago Del Estero,39,1832,63268,21362,3741,108,1205,34501,126056,7.1,,
2019,2,Tierra Del Fuego,6,123,41824,4241,1573,96,32,,47895,6.34,,
2019,2,Tucumán,16,157,78891,44296,24291,628,18394,,166673,18.53,,
2019,1,Buenos Aires,162513,72296,1429964,202511,576428,576859,705769,6369,3732709,19.64,,
2019,1,Capital Federal,74,7417,283787,131007,330122,365713,283463,0,1401583,24.72,,
2019,1,Catamarca,34,1708,18761,6443,5606,29,7,2151,34739,7.96,,
2019,1,Chaco,69,3801,38719,25632,18965,12393,6368,1035,106982,13.44,,
2019,1,Chubut,66,3938,71077,6571,787,74,165,0,82678,5.89,,
2019,1,Córdoba,81,20403,242769,96997,200681,127965,50716,6806,746418,15.73,,
2019,1,Corrientes,10,6470,38402,26562,15498,9688,5029,0,101659,12.05,,
2019,1,Entre Ríos,18,9217,107013,50068,28957,18146,7619,12142,233180,10.66,,
2019,1,Formosa,1110,3023,23085,5301,9027,2099,1654,0,45299,9.83,,
2019,1,Jujuy,27,2817,30727,7811,4021,30,1141,37162,83736,8.56,,
2019,1,La Pampa,236,8327,70538,4466,1061,1354,405,698,87085,5.06,,
2019,1,La Rioja,9,1169,40285,4088,5216,17,869,0,51653,7.09,,
2019,1,Mendoza,20,1786,205383,2837,5702,111,140,0,215979,5.74,,
2019,1,Misiones,47,5946,45266,25890,19111,16552,5167,7654,125633,12.51,,
2019,1,Neuquén,1328,3055,52360,1781,21452,17135,11026,6105,114242,15.88,,
2019,1,Río Negro,384,1583,84845,2037,13615,9567,5076,3719,120826,10.49,,
2019,1,Salta,49,4232,59244,36473,22910,10861,2242,1,136012,10.38,,
2019,1,San Juan,22,229,62380,266,520,3,2,560,63982,5.84,,
2019,1,San Luis,57,120,21380,53214,345,6,2,23577,98701,8.71,,
2019,1,Santa Cruz,25,128,21990,2731,702,26,4,0,25606,5.78,,
2019,1,Santa Fe,333,29350,296798,122959,153212,74575,36502,18591,732320,12.99,,
2019,1,Santiago Del Estero,39,3372,62895,20691,3959,85,494,0,91535,6.42,,
2019,1,Tierra Del Fuego,6,131,38851,3623,641,80,29,0,43361,6.34,,
2019,1,Tucumán,16,5188,82240,42877,26210,847,14839,0,172217,16.57,,
2018,4,Buenos Aires,134673,73761,1422463,194426,577679,949093,265386,19125,3636606,16.93,,
2018,4,Capital Federal,74,7388,283281,143309,330496,437662,186810,0,1389020,22.94,,
2018,4,Catamarca,34,1669,17955,6425,5461,29,7,2003,33583,8.04,,
2018,4,Chaco,69,3405,36437,25633,18965,12393,6368,0,103270,13.49,,
2018,4,Chubut,66,3917,66061,6215,531,623,165,1144,78722,6.09,,
2018,4,Córdoba,81,24102,228475,97277,201639,128053,48809,8903,737339,15.81,,
2018,4,Corrientes,10,6438,37376,26562,15498,9688,5029,0,100601,12.14,,
2018,4,Entre Ríos,18,8769,94780,50027,29002,18146,7612,13693,222047,11.02,,
2018,4,Formosa,1110,3074,22962,5285,9027,2092,1654,0,45204,9.82,,
2018,4,Jujuy,27,2803,30727,7811,4021,30,1141,43573,90133,8.56,,
2018,4,La Pampa,241,7727,70508,3661,978,1328,270,923,85636,4.32,,
2018,4,La Rioja,9,1164,40285,4088,5216,17,869,3,51651,7.09,,
2018,4,Mendoza,20,1463,197450,2494,4726,19,132,0,206304,5.75,,
2018,4,Misiones,47,5981,43267,26019,19226,16566,5167,0,116273,12.5,,
2018,4,Neuquén,1328,3044,52313,1781,21452,17135,11025,6287,114365,15.89,,
2018,4,Río Negro,384,1225,83412,643,13440,9569,5070,3094,116837,10.49,,
2018,4,Salta,49,3659,58492,36365,22910,10861,2242,0,134578,10.46,,
2018,4,San Juan,22,1465,59811,180,312,1,1,606,62398,5.72,,
2018,4,San Luis,57,109,19164,53183,119,62,2,23635,96331,8.82,,
2018,4,Santa Cruz,25,115,23107,779,206,1,4,531,24768,5.12,,
2018,4,Santa Fe,335,31397,276301,121009,152039,74432,36427,28450,720390,13.18,,
2018,4,Santiago Del Estero,39,3250,61347,20127,3686,77,483,326,89335,6.31,,
2018,4,Tierra Del Fuego,6,27,29919,6323,9894,24,67,0,46260,7.44,,
2018,4,Tucumán,16,5244,82089,42766,26111,847,14839,92,172004,16.58,,
2018,3,Buenos Aires,991,80459,1445733,190805,636090,897964,237248,120464,3609754,16.78,,
2018,3,Capital Federal,73,8493,287919,147253,370677,415020,165055,0,1394490,21.64,,
2018,3,Catamarca,34,1994,18475,6358,5320,34,7,2151,34373,7.81,,
2018,3,Chaco,70,3503,38729,24916,20335,11085,5667,1035,105340,12.89,,
2018,3,Chubut,67,3951,91096,6162,531,623,164,0,102594,6.08,,
2018,3,Córdoba,81,24767,224471,96372,221984,109333,39854,6490,723352,14.82,,
2018,3,Corrientes,11,6754,38364,24953,16601,8357,4419,0,99459,11.49,,
2018,3,Entre Ríos,18,9048,96095,45651,31353,15111,6786,0,204062,10.52,,
2018,3,Formosa,1110,3365,22624,5259,9336,1729,1434,0,44857,9.32,,
2018,3,Jujuy,345,3020,29048,7756,4066,39,623,0,44897,7.67,,
2018,3,La Pampa,242,8417,68507,3153,920,1189,216,698,83342,4.28,,
2018,3,La Rioja,9,1291,40647,4138,5425,20,339,0,51869,6.16,,
2018,3,Mendoza,20,1525,199297,2476,4727,27,129,0,208201,5.79,,
2018,3,Misiones,48,5749,39617,24747,21212,14674,4547,0,110594,12.49,,
2018,3,Neuquén,1396,2244,55822,1647,23785,15218,9718,6105,115935,14.67,,
2018,3,Río Negro,409,5221,75929,512,14912,8470,4332,3719,113504,10.06,,
2018,3,Salta,116,3721,61795,32782,25582,9224,502,0,133722,9.27,,
2018,3,San Juan,22,1326,62525,180,312,3,1,0,64369,5.74,,
2018,3,San Luis,57,109,19170,52940,119,63,2,1902,74362,8.81,,
2018,3,Santa Cruz,26,116,32815,778,206,1,3,0,33945,5.37,,
2018,3,Santa Fe,467,36786,269211,115907,162545,62479,31266,13911,692572,12.36,,
2018,3,Santiago Del Estero,41,2550,60260,19116,3806,64,265,0,86102,5.78,,
2018,3,Tierra Del Fuego,6,187,41569,2270,231,24,13,0,44300,5.99,,
2018,3,Tucumán,16,5993,81559,43282,27062,941,12187,0,171040,15.26,,
2018,2,Buenos Aires,1009,81354,1459443,295457,816056,536049,199589,113357,3502314,14.68,,
2018,2,Capital Federal,73,9234,290291,219166,445345,264805,142253,0,1371167,18.94,,
2018,2,Catamarca,34,2414,14624,6112,4347,36,6,6500,34073,7.69,,
2018,2,Chaco,70,2968,34167,24282,21887,9251,4630,1035,98290,12.5,,
2018,2,Chubut,67,4471,85598,5369,4,5,9,5010,100533,5.33,,
2018,2,Córdoba,81,21779,219630,102596,244291,78852,34950,8110,710289,13.88,,
2018,2,Corrientes,11,7047,38268,24066,17926,6780,3862,0,97960,10.88,,
2018,2,Entre Ríos,18,8179,94459,44570,34281,12012,5920,0,199439,10.19,,
2018,2,Formosa,1110,3568,22409,5176,9727,1313,1243,0,44546,8.97,,
2018,2,Jujuy,345,3320,29319,8083,3977,44,7,0,45095,6.29,,
2018,2,La Pampa,244,8797,68083,2409,965,969,179,698,82344,4.1,,
2018,2,La Rioja,9,1384,40679,4198,5640,20,15,0,51945,5.59,,
2018,2,Mendoza,20,1658,164596,515,266,17,72,33788,200932,5.88,,
2018,2,Misiones,48,6092,39489,23569,23747,11888,3866,0,108699,11.76,,
2018,2,Neuquén,1396,2408,56035,1314,26417,12442,8551,6105,114668,13.37,,
2018,2,Río Negro,409,5298,75056,523,16480,6663,3725,3975,112129,9.51,,
2018,2,Salta,116,3990,61763,33285,28431,7239,182,0,135006,8.93,,
2018,2,San Juan,22,1378,57591,11,0,3,0,5068,64073,5.85,,
2018,2,San Luis,57,101,11992,11,0,7,2,9284,21454,5.9,,
2018,2,Santa Cruz,26,120,28600,655,100,1,3,4267,33772,5.19,,
2018,2,Santa Fe,744,34267,262603,112143,175540,50525,26512,22257,684591,11.75,,
2018,2,Santiago Del Estero,41,2717,41362,18721,3278,31,31,17589,83770,5.91,,
2018,2,Tierra Del Fuego,6,188,40912,2217,75,0,0,107,43505,5.94,,
2018,2,Tucumán,16,6735,79899,44968,27059,1084,8784,1305,169850,13.51,,
2018,1,Buenos Aires,1514,74766,1445752,292732,886678,480237,184203,105818,3471700,14.2,,
2018,1,Capital Federal,89,10039,292566,222737,487826,227953,127384,0,1368594,17.75,,
2018,1,Catamarca,34,2896,14770,6145,3539,41,4,6500,33929,8.2,,
2018,1,Chaco,70,3261,32516,24488,23296,8219,3897,1035,96782,12.44,,
2018,1,Chubut,67,4314,83161,5358,4,5,9,5010,97928,5.42,,
2018,1,Córdoba,281,23922,222815,104300,266259,57137,29228,10049,713991,12.79,,
2018,1,Corrientes,11,5005,37152,24038,19068,5890,3256,0,94420,11.12,,
2018,1,Entre Ríos,18,8861,90080,45599,37401,9818,5071,0,196848,9.88,,
2018,1,Formosa,1110,3803,10092,5117,10061,1091,1046,0,32320,11.06,,
2018,1,Jujuy,345,4807,27219,8044,3925,49,4,0,44393,6.74,,
2018,1,La Pampa,245,8119,67104,1616,1076,614,98,3503,82375,4,,
2018,1,La Rioja,9,1485,40680,4217,5831,19,1,0,52242,5.89,,
2018,1,Mendoza,20,1662,164599,501,266,19,72,33788,200927,5.88,,
2018,1,Misiones,48,4700,35820,23291,26223,10241,3219,0,103542,12.08,,
2018,1,Neuquén,1396,2367,59468,1311,29012,9709,7378,6105,116746,11.96,,
2018,1,Río Negro,409,5333,74894,530,17997,4972,3129,3975,111239,8.98,,
2018,1,Salta,116,4459,60334,33088,30771,5145,88,0,134001,9.19,,
2018,1,San Juan,22,1058,57078,11,0,3,0,5068,63240,5.85,,
2018,1,San Luis,57,101,11920,11,0,7,2,9284,21382,5.89,,
2018,1,Santa Cruz,26,120,28600,655,100,1,3,4267,33772,5.19,,
2018,1,Santa Fe,1359,33639,262008,108576,188900,39589,22801,23181,680053,11.17,,
2018,1,Santiago Del Estero,41,2910,41298,18914,3449,33,2,17589,84236,6.25,,
2018,1,Tierra Del Fuego,6,307,33987,2,0,0,0,107,34409,5.77,,
2018,1,Tucumán,16,7472,78811,45675,26405,1218,7082,1305,167984,9.36,,
2017,4,Buenos Aires,3865,55046,1551194,264645,712513,335140,151747,114182,3188332,12.97,,
2017,4,Capital Federal,314,31411,517018,284040,458120,178396,114939,0,1584238,15.2,,
2017,4,Catamarca,34,3182,15315,5904,2927,43,2,2151,29558,7.78,,
2017,4,Chaco,70,3432,37144,24088,20123,7290,3289,1035,96471,11.7,,
2017,4,Chubut,67,4313,83676,5355,7,5,9,0,93432,5.41,,
2017,4,Córdoba,291,25411,280837,102892,217602,40898,24251,8429,700611,11.64,,
2017,4,Corrientes,11,5220,41080,23686,16046,5053,2675,0,93771,10.38,,
2017,4,Entre Ríos,1685,9078,95466,45189,30010,7958,4113,0,193499,9.3,,
2017,4,Formosa,1110,4061,13220,4867,6996,977,824,0,32055,10.11,,
2017,4,Jujuy,345,5364,26566,7721,3507,44,3,0,43550,6.64,,
2017,4,La Pampa,310,8729,66053,1227,792,391,81,3503,81086,3.98,,
2017,4,La Rioja,9,1488,40777,4083,5813,22,3,0,52195,5.88,,
2017,4,Mendoza,26,1656,177646,438,278,29,81,0,180154,5.71,,
2017,4,Misiones,1053,3900,41723,23131,22262,9091,2735,0,103895,11.32,,
2017,4,Neuquén,1396,2372,68036,1325,22781,7528,6300,6105,115843,10.72,,
2017,4,Río Negro,409,5598,81078,485,12502,3447,2440,3719,109678,8.05,,
2017,4,Salta,636,4275,73284,32842,18968,3559,84,0,133648,8.45,,
2017,4,San Juan,22,1062,57525,9,0,2,2,0,58622,5.83,,
2017,4,San Luis,59,101,12822,8,0,1,7,1902,14900,5.73,,
2017,4,Santa Cruz,68,78,29073,655,100,1,3,0,29978,5.21,,
2017,4,Santa Fe,3109,34132,309998,108939,151329,30736,19602,14119,671964,10.3,,
2017,4,Santiago Del Estero,41,3091,43544,18773,3359,32,2,0,68842,6.17,,
2017,4,Tierra Del Fuego,6,310,31334,2,0,0,0,0,31652,5.2,,
2017,4,Tucumán,105,8164,78750,45241,24318,1303,4367,0,162248,9.11,,
2017,3,Buenos Aires,6577,51411,1733479,311652,676137,140812,108400,0,3028468,8.43,,
2017,3,Capital Federal,283,33924,590689,311411,426300,120675,91917,0,1575199,10.64,,
2017,3,Catamarca,52,3204,15383,5758,2563,50,1,0,27011,5.26,,
2017,3,Chaco,95,3496,40059,23008,20307,3827,2004,0,92796,8.48,,
2017,3,Chubut,436,3989,71843,2336,3,0,0,0,78607,3.48,,
2017,3,Córdoba,327,26154,309161,100113,189302,38131,16741,0,679929,9.12,,
2017,3,Corrientes,24,5629,44305,22785,15576,2635,1607,0,92561,7.45,,
2017,3,Entre Ríos,1691,7545,98032,42947,29011,3878,2397,0,185501,6.99,,
2017,3,Formosa,1063,3716,13752,5187,6056,899,459,0,31132,7.07,,
2017,3,Jujuy,337,5723,26835,7369,2962,41,2,0,43269,4.69,,
2017,3,La Pampa,343,8244,64794,855,588,327,51,0,75202,3.44,,
2017,3,La Rioja,16,1497,40882,3899,5604,23,3,0,51924,5.01,,
2017,3,Mendoza,32,95,158461,115,67,29,19,0,158818,3.51,,
2017,3,Misiones,1058,4123,42900,22808,23913,3843,1881,0,100526,8.43,,
2017,3,Neuquén,2036,1457,72532,1034,20213,7067,4937,0,109276,8.17,,
2017,3,Río Negro,422,5641,83900,306,10116,2965,1659,0,105009,5.49,,
2017,3,Salta,645,4494,78830,32433,14620,2315,63,0,133400,6.13,,
2017,3,San Juan,31,1077,57582,1,0,2,2,0,58695,3.45,,
2017,3,San Luis,63,3,12325,7,0,1,7,0,12406,3.5,,
2017,3,Santa Cruz,188,23,29102,542,66,33,1,0,29955,3.61,,
2017,3,Santa Fe,3116,34019,320017,104453,125339,24536,12982,0,624462,7.79,,
2017,3,Santiago Del Estero,69,3288,40435,18489,3047,30,2,0,65360,5.18,,
2017,3,Tierra Del Fuego,9,297,33858,0,0,0,0,0,34164,3.48,,
2017,3,Tucumán,109,8948,83070,45302,20514,1361,655,0,159959,6.39,,
2017,2,Buenos Aires,7548,47472,1910156,299009,573298,93059,46178,0,2976720,7.2,,
2017,2,Capital Federal,556,35663,726223,304970,378571,80234,37977,0,1564194,8.84,,
2017,2,Catamarca,15,3318,15655,5325,2342,47,1,0,26703,5.1,,
2017,2,Chaco,191,3733,42590,22349,18044,3157,545,0,90609,7.69,,
2017,2,Chubut,403,4186,73760,1880,0,0,0,0,80229,3.45,,
2017,2,Córdoba,251,26862,370865,88479,146683,20351,5069,0,658560,7.42,,
2017,2,Corrientes,15,5912,46483,21776,13043,2218,647,0,90094,6.79,,
2017,2,Entre Ríos,1680,7944,104422,41800,23524,2604,823,0,182797,6.29,,
2017,2,Formosa,1486,3419,14787,4795,4583,749,139,0,29958,6.18,,
2017,2,Jujuy,311,5877,26915,6974,2538,42,1,0,42658,4.54,,
2017,2,La Pampa,356,8633,59045,558,336,244,21,0,69193,3.32,,
2017,2,La Rioja,9,1554,9304,3599,1796,24,2,0,16288,5.53,,
2017,2,Mendoza,109,24,177203,92,50,5,22,0,177505,3.51,,
2017,2,Misiones,1011,4447,47244,22033,21599,2892,570,0,99796,7.6,,
2017,2,Neuquén,1542,1395,81272,849,18051,4774,1703,0,109586,6.7,,
2017,2,Río Negro,973,5606,88085,245,7990,1921,559,0,105379,4.74,,
2017,2,Salta,594,4719,67576,23185,11333,1068,76,0,108551,5.76,,
2017,2,San Juan,15,193,58588,0,0,0,4,0,58800,3.49,,
2017,2,San Luis,8,4,14014,0,0,1,2,0,14029,3.5,,
2017,2,Santa Cruz,188,24,30913,541,66,33,0,0,31765,3.6,,
2017,2,Santa Fe,4967,38721,311830,92854,97563,16794,4275,0,567004,6.84,,
2017,2,Santiago Del Estero,26,3539,20384,6432,2802,16,0,0,33199,5.06,,
2017,2,Tierra Del Fuego,16,285,35409,0,0,0,0,0,35710,3.48,,
2017,2,Tucumán,96,9236,83342,42536,17788,1371,21,0,154390,6.09,,
2017,1,Buenos Aires,6017,83918,2057698,402315,523540,90937,22299,0,3186724,6.68,,
2017,1,Capital Federal,510,1409,678922,218487,277195,66536,19881,0,1262940,8.35,,
2017,1,Catamarca,15,3328,15861,4901,2161,49,0,0,26315,4.97,,
2017,1,Chaco,191,3835,44544,21467,15671,3025,314,0,89047,7.31,,
2017,1,Chubut,401,4182,73759,1808,0,0,0,0,80150,3.44,,
2017,1,Córdoba,50,28732,391556,82011,118643,19035,2071,0,642098,6.8,,
2017,1,Corrientes,15,6040,48149,20586,11468,2044,303,0,88605,6.43,,
